tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,tanggal_menjadi_anggota
1984,Magister,Menikah,60631000,1,0,9,8092,6069,0,0,1,0,1,0,1/21/2014
1965,Sarjana,Sendiri,138401708,0,0,28,62278,987508,243307,135616,1,2,5,0,
1994,SMA,Sendiri,177879913,0,0,71,,1206155,116108,214510,2,6,10,0,
1965,Sarjana,Rencana Menikah,97986796,0,1,37,16043,147160,12462,18996,,,6,0,
1976,Sarjana,Rencana Menikah,78077598,0,0,70,29961,48085,0,43902,0,2,1,0,
1969,Sarjana,Menikah,,1,1,38,3181,4753,2887,7954,1,2,2,0,
1965,SMA,Cerai,158692000,0,1,2,159817,368186,360094,281197,0,9,5,0,1/6/2013
1955,Doktor,Rencana Menikah,120255000,0,1,52,0,123403,6069,0,4,10,9,0,10/12/2012
1979,Doktor,Menikah,165410501,0,0,45,45741,671964,10562,44243,0,7,5,0,
1969,Sarjana,Menikah,187786000,0,0,22,198254,1642676,311542,161840,2,5,4,0,
1975,Doktor,Rencana Menikah,135027585,0,0,44,0,912365,75026,124142,4,,11,0,
1988,,Sendiri,,0,0,50,191808,1894896,132109,154828,2,4,10,0,
1958,SMA,Sendiri,68273000,0,0,34,52598,30345,26299,,1,3,5,0,
1961,,Menikah,136740000,0,1,0,28322,123403,26299,4046,0,3,7,0,5/14/2014
1969,SMA,,138364361,0,0,96,,106046,46969,26891,4,7,6,0,
1978,Sarjana,Rencana Menikah,78386769,0,0,5,7254,29017,17756,25745,1,3,0,0,
1974,Magister,Sendiri,76711376,1,0,33,10323,200425,40098,14267,4,5,5,0,
1967,Sarjana,Rencana Menikah,41080339,1,0,40,3571,43941,4574,10679,3,3,1,0,
1964,Sarjana,Sendiri,138310773,0,0,22,69835,986552,220439,110083,1,4,6,0,
1977,Sarjana,Rencana Menikah,88992000,1,0,48,76874,477428,182070,155771,4,13,5,0,10/14/2012
1969,Magister,Cerai,48490000,1,0,99,14161,60690,32368,24276,3,4,2,0,11/20/2012
1947,Magister,Cerai,101505007,0,0,71,194611,759674,258262,192588,0,4,10,0,
1974,Sarjana,Sendiri,57811258,0,0,,3880,8009,,165,0,,4,,
1963,Sarjana,Sendiri,166733041,0,0,67,96198,1836032,107241,225258,0,4,11,0,
1977,Sarjana,Menikah,87010000,1,0,77,16184,347956,54621,32368,4,8,6,,4/4/2014
1948,Sarjana,Rencana Menikah,151363292,,0,17,165880,1276480,403138,345420,0,3,5,0,
1967,Doktor,Menikah,109815000,0,1,70,0,46529,0,0,5,10,4,0,3/1/2014
1968,SMA,Sendiri,156620016,0,0,62,79943,1243614,305809,58952,1,5,13,0,
1959,Sarjana,Rencana Menikah,142478000,0,1,9,93058,,18207,155771,,7,10,0,9/25/2013
1971,Sarjana,,56172308,1,0,47,36966,305568,80711,43588,4,8,1,0,
1973,Magister,Rencana Menikah,168403683,0,,56,49511,809412,200355,,0,,10,0,
1963,Sarjana,Rencana Menikah,81513916,1,1,37,10115,193956,764,27679,6,,3,0,
1966,Sarjana,Sendiri,94489831,0,1,23,10691,53174,12135,0,4,4,3,0,
1964,Doktor,,78109000,1,1,,0,50575,10115,4046,3,0,6,0,8/5/2012
1984,Magister,,183922137,0,0,75,99258,1812964,72906,69402,1,7,10,0,
1962,Magister,Menikah,157902000,0,0,0,80920,1567825,46529,331772,3,6,14,0,8/8/2012
1959,Sarjana,Sendiri,84718581,1,1,3,830,125082,11577,18892,4,3,4,0,
1966,Sarjana,Sendiri,192499951,0,0,21,39839,1107619,217271,220557,0,4,9,0,
1968,Magister,Rencana Menikah,100428057,0,0,51,3987,810446,6992,3437,2,3,4,0,
1957,Magister,Rencana Menikah,85914000,1,2,33,14161,34391,0,0,5,,1,0,3/22/2014
1979,Doktor,Menikah,175279000,0,0,9,34391,825384,10115,36414,0,10,5,0,8/6/2013
1962,Sarjana,,77902429,1,0,39,15236,76696,31645,29301,3,1,4,0,
1955,Sarjana,Menikah,151679865,0,1,76,163174,348987,143466,77380,3,9,6,0,
1975,Doktor,Rencana Menikah,,1,0,26,4090,5848,264,6069,4,1,2,0,
1973,Magister,Sendiri,81933568,,0,93,18849,41613,30118,7354,2,1,4,0,
1964,SMA,Menikah,94493000,0,1,87,24276,38437,60690,36414,1,1,3,0,8/31/2013
1977,Sarjana,Sendiri,109250000,1,1,56,14161,155771,50575,4046,7,4,3,0,2/11/2013
1973,Doktor,Menikah,85299000,0,1,86,6069,89012,0,34391,3,1,4,,10/13/2013
1959,Magister,Menikah,139724667,0,1,62,8913,108361,3748,0,2,5,5,,
1977,Magister,Rencana Menikah,111579000,1,1,58,16184,119357,30345,10115,5,3,7,0,2/8/2013
1950,Magister,Sendiri,17824209,0,1,61,4207,23454,1451,7769,5,3,2,0,
1981,Magister,Sendiri,64834801,1,0,61,9971,29338,4189,0,1,1,3,0,
1955,Sarjana,Rencana Menikah,178004000,0,0,64,58667,697935,155771,,2,3,9,0,5/11/2013
1982,Sarjana,,51698177,1,0,26,14970,106813,,11652,1,0,3,0,
1955,Magister,Rencana Menikah,104493113,0,1,65,4046,123499,12754,4572,6,9,4,0,
1980,Magister,,138329376,0,0,71,200187,586027,40872,267657,0,7,4,0,
1967,Sarjana,Sendiri,180485895,0,0,60,334268,1928209,243318,219444,0,6,7,0,
1959,,Sendiri,180019000,0,0,15,60690,1755964,50575,32368,1,5,5,0,11/18/2013
1957,Doktor,Menikah,117386779,0,0,73,12022,169917,3636,5864,2,5,7,0,
1973,Sarjana,Cerai,119339000,0,1,78,157794,750533,0,256921,8,12,11,0,4/3/2013
1963,Sarjana,Cerai,95876000,0,1,23,8092,34391,14161,0,3,3,5,0,1/7/2014
1953,Magister,Menikah,105679000,1,1,58,0,42483,0,0,4,1,4,0,6/6/2014
1967,Sarjana,Rencana Menikah,178945084,0,0,71,156413,728602,147662,224039,1,9,9,0,
1984,Sarjana,Menikah,49832545,1,0,54,13598,35355,12948,686,0,1,0,0,
1968,Sarjana,,156269453,0,0,23,141843,986873,358265,147912,0,6,4,0,
1950,Magister,Sendiri,108738092,0,1,17,11658,87029,16655,2997,7,8,6,0,
1964,Sarjana,Rencana Menikah,110786318,0,1,39,30350,270850,23151,4492,7,7,8,0,
1969,Magister,Menikah,155660764,0,,45,106172,918960,398034,182184,0,6,3,0,
1951,Magister,Menikah,172995184,0,0,22,80044,981848,,185603,,1,10,0,
1972,,,40215000,1,0,27,0,12138,8092,14161,0,1,1,0,1/29/2014
1966,Sarjana,Menikah,143597135,0,0,80,81022,636002,,111124,2,8,9,0,
1965,SMP,Sendiri,108994019,,,40,7099,4291,8205,661,2,0,4,0,
1965,Sarjana,Sendiri,165997224,0,0,68,176727,1821981,153637,156601,0,3,,0,
1991,SMA,Sendiri,104622575,0,0,35,66768,433658,61066,69403,6,7,3,0,
1965,Sarjana,Sendiri,148992000,0,1,75,214438,299404,105196,242760,0,6,9,0,5/21/2014
1964,Magister,Sendiri,193292908,0,,24,37045,1388462,253684,205408,0,3,9,0,
1972,Magister,Rencana Menikah,173707643,0,,61,128231,611171,106595,45348,0,7,9,,
1974,Doktor,Menikah,163139000,0,0,14,396508,341887,115311,299404,3,4,12,0,10/28/2013
1972,Sarjana,Sendiri,176262985,0,0,87,148754,640394,121098,187729,0,6,10,0,
1978,Sarjana,Sendiri,188882814,0,0,70,120085,1576537,124937,93779,2,3,8,0,
1990,SMA,Menikah,107857487,1,0,16,17488,27243,3327,0,,0,2,0,
1959,Doktor,,110038000,,1,54,22253,99127,34391,12138,0,9,6,0,7/23/2013
1952,Sarjana,Menikah,134630130,0,0,48,55712,235239,20258,29329,2,5,7,0,
1981,,Menikah,25301000,0,0,35,,22253,20230,22253,2,1,2,0,12/2/2012
1965,Sarjana,Rencana Menikah,122894539,0,0,37,127817,437474,150278,208511,2,7,2,0,
1974,Sarjana,Rencana Menikah,120748000,0,1,52,8092,165886,147679,143633,0,4,7,0,
1971,Magister,Sendiri,95024085,0,1,6,9024,91765,15753,3500,4,,5,0,
1974,Doktor,Rencana Menikah,63821000,1,0,72,2023,22253,4046,2023,4,1,1,0,5/24/2014
1968,Magister,Menikah,124384244,0,0,65,144044,832709,187349,,3,10,4,0,
1972,Doktor,Rencana Menikah,80844935,1,1,128,15116,27723,14444,1925,0,4,5,0,
1986,SMA,Menikah,31357000,1,0,4,10115,60690,14161,4046,5,6,3,1,11/10/2012
1987,Sarjana,Sendiri,138590355,0,0,18,10531,918943,350682,,0,2,5,0,
1972,Sarjana,Sendiri,174353967,0,0,16,72713,1475593,80597,277238,0,8,9,0,
1976,Sarjana,Sendiri,56372241,1,0,,15628,261406,18603,793,2,2,4,0,
1970,Magister,Menikah,143342270,0,1,40,237687,348613,158329,86343,1,4,11,0,
1981,Sarjana,Sendiri,153814093,0,0,53,107866,699128,123140,50312,1,4,10,0,
1973,Magister,Rencana Menikah,155336573,0,0,97,210399,1220829,81846,71578,2,3,6,0,
1968,SMA,Menikah,15564369,0,0,12,5650,19239,16532,18513,1,17,1,0,
1974,,Menikah,,1,1,58,10115,38437,20230,10115,2,0,3,0,7/29/2013
1975,SMA,Rencana Menikah,76789000,1,0,47,,68782,4046,8092,2,3,1,0,10/28/2013
1958,SMA,Rencana Menikah,110627219,0,1,66,16679,76757,3757,0,5,6,6,0,
1980,Sarjana,Sendiri,82922758,1,0,29,16491,46221,4925,923,3,2,2,0,
1977,SMP,Rencana Menikah,52349606,1,0,48,9792,25492,60544,10759,2,0,4,0,
1977,Sarjana,,32582637,1,0,34,9273,36590,1683,49706,4,4,4,0,
1988,Magister,Sendiri,191773904,0,0,31,243851,1834459,195355,288181,0,6,10,0,
1981,Sarjana,Rencana Menikah,142748000,1,0,44,58667,325703,91035,64736,3,13,10,0,11/11/2012
1972,Magister,Rencana Menikah,45453000,1,0,26,32368,78897,70805,48552,,6,0,0,5/24/2013
1982,Sarjana,Menikah,77728140,0,0,11,15943,35561,37536,39235,1,2,0,0,
1962,Magister,Cerai Mati,171143607,0,0,25,63200,1135467,135401,198462,1,4,11,0,
1967,,Rencana Menikah,136780000,0,1,22,12138,78897,2023,12138,0,2,6,0,7/31/2013
1962,Sarjana,Sendiri,152266330,0,0,21,116182,,115618,76050,2,9,4,0,
1996,Sarjana,Menikah,,0,0,36,22110,184922,111933,66151,0,1,1,0,
1966,Sarjana,Rencana Menikah,138651000,0,0,89,66759,877982,46529,54621,0,0,7,0,12/22/2013
1974,Sarjana,Rencana Menikah,181634546,0,0,27,192797,1596177,148914,146954,,5,9,0,
1972,Magister,Menikah,72997045,1,0,21,11238,122649,7192,8616,2,3,3,0,
1955,Sarjana,Menikah,83448000,0,,66,,155771,2023,4046,1,3,,0,1/7/2013
1960,Sarjana,Rencana Menikah,137669569,0,0,88,230689,397394,167502,206627,4,9,7,0,
1968,Magister,Rencana Menikah,100432731,0,0,51,4112,860619,7180,3657,2,2,4,0,
1973,Sarjana,Rencana Menikah,102020389,0,1,38,18148,86779,60455,26257,1,6,2,0,
1970,Sarjana,Rencana Menikah,152801167,0,0,21,100784,347248,260504,5096,0,10,,0,
1987,Sarjana,Menikah,166024116,0,0,19,101798,1053481,74980,107791,,2,11,0,
1967,Sarjana,Sendiri,124414311,0,0,72,104476,366972,98257,33821,0,6,8,0,
1950,Sarjana,Menikah,166041958,0,0,82,27845,862785,83587,90854,0,10,,0,
1990,Sarjana,Sendiri,190372010,0,0,26,208076,1520566,184115,248312,1,7,10,0,
1949,,,101415589,0,0,63,193816,754006,255557,189774,0,4,9,0,
1957,Magister,Sendiri,132659000,0,0,42,129472,1015546,394485,6069,4,2,5,,1/13/2014
1980,Sarjana,Menikah,159842000,0,0,96,58667,896189,70805,115311,0,4,12,0,1/15/2014
1953,Magister,Rencana Menikah,121870021,0,1,59,20230,229738,27315,10551,0,7,10,0,
1964,Doktor,Cerai,170971905,0,0,36,106030,1295426,137371,189102,2,4,9,0,
1955,Sarjana,Rencana Menikah,,0,0,42,162012,335789,117678,74879,3,10,4,0,
1962,Doktor,Rencana Menikah,77546550,1,0,33,5350,100301,12213,0,5,3,2,0,
1960,SMA,Rencana Menikah,165078883,0,0,77,61334,777460,313953,43985,0,2,11,0,
1971,Doktor,Menikah,124485000,1,1,15,84966,621061,101150,86989,,9,7,0,6/21/2013
1982,Sarjana,Rencana Menikah,138530064,0,0,36,2749,667313,269517,92373,1,,7,0,
1983,Magister,Sendiri,37651000,2,0,75,0,2023,0,0,2,0,3,0,9/26/2013
1971,Sarjana,Sendiri,139616362,0,0,36,98112,307872,35887,,0,8,4,0,
1972,Magister,Sendiri,139481223,0,0,20,43398,986682,135811,65120,2,4,5,0,
1975,Sarjana,Rencana Menikah,167979576,0,0,65,115024,1138249,229558,254542,2,5,7,,
1967,Sarjana,Sendiri,45118112,1,0,79,0,,12677,6810,2,0,1,,
1969,Sarjana,Menikah,25464580,0,0,,2023,17484,361,2530,0,8,3,0,
1953,Magister,Sendiri,201165482,0,0,43,58205,1438260,,144963,0,5,8,0,
1963,Doktor,Menikah,113976624,0,1,2,5556,130848,26272,17937,1,9,10,0,
1974,Sarjana,Menikah,138511110,0,0,67,30918,259645,106838,110751,0,7,11,0,
1969,Doktor,Menikah,117163418,0,1,70,2024,89031,0,4049,2,2,10,0,
1959,Sarjana,Cerai,63545739,0,0,9,137612,475762,207749,189420,1,8,5,0,
1961,Magister,,205687685,,0,22,40574,1434734,236945,226771,0,5,10,0,
1983,Sarjana,Menikah,166435946,0,0,27,256077,1504428,51406,364344,2,3,6,0,
1947,SMA,,102145000,0,0,29,42483,475405,103173,212415,0,9,12,,
1959,SMA,Sendiri,166392871,0,0,76,113469,1917258,156693,186507,0,4,12,0,
1968,Magister,Rencana Menikah,166066636,,0,45,84389,879645,225137,36991,1,1,11,0,
1980,SMA,Rencana Menikah,165544238,0,0,27,58525,767664,,48117,2,2,10,0,
1976,Sarjana,,69520776,1,0,41,7809,38641,41967,3841,1,4,2,,
1973,Sarjana,Menikah,151942000,0,1,57,44506,515865,163863,82943,2,7,10,0,11/6/2013
1953,Magister,Cerai,127481000,0,1,48,139587,574532,109242,93058,,9,8,0,9/30/2012
1979,Magister,Rencana Menikah,165350617,0,0,22,54192,840955,70378,40766,0,3,7,0,
1961,Doktor,Sendiri,103207000,1,1,27,0,8092,10115,0,0,0,2,,4/14/2014
1970,Sarjana,Rencana Menikah,140846000,,0,70,198254,,48552,82943,0,6,5,0,7/14/2013
1960,Sarjana,Sendiri,166346507,0,0,83,114711,1952473,111138,171666,0,4,11,0,
1979,SMP,,31356466,,0,48,3674,19320,14077,17214,1,3,2,0,
1986,SMA,Menikah,114837972,0,0,,76402,225229,66892,81729,4,4,7,0,
1964,Sarjana,Menikah,151817208,0,1,66,100999,436421,154153,80294,2,8,8,0,
1959,Magister,Rencana Menikah,,0,1,49,2546,10493,523,2619,0,2,0,0,
1960,Sarjana,Menikah,150669774,0,0,29,198131,1584358,302759,184135,0,5,5,0,
1970,Magister,Sendiri,94927451,0,1,11,10773,84637,16889,2728,4,6,4,0,
1990,Magister,Sendiri,191726000,0,0,30,248829,1846999,198254,297381,1,6,11,0,2/15/2014
1951,Doktor,Menikah,117506777,0,0,75,17384,,5586,6839,2,,6,0,
1968,Sarjana,Menikah,85963436,0,1,66,1243,139552,16319,18647,6,7,3,0,
1986,Magister,Menikah,54703000,1,0,67,2023,26299,12138,0,0,1,3,0,4/5/2013
1979,SMP,,31919000,1,0,75,8092,4046,34391,70805,4,1,3,0,8/12/2012
1961,Sarjana,Sendiri,169235767,0,0,38,132208,1246808,154822,83123,1,6,12,0,
1949,Magister,,122729321,1,1,3,1221,99547,4426,0,9,4,9,0,
1950,Sarjana,Menikah,166117841,0,0,,36250,956129,120085,111868,0,10,5,0,
1990,Sarjana,Sendiri,,0,0,60,197240,263530,412300,114159,3,5,8,0,
1988,Doktor,Sendiri,58555000,0,0,55,4046,32368,12138,4046,1,1,3,0,5/18/2014
1992,Sarjana,Sendiri,44865000,1,0,4,28322,58667,32368,10115,3,2,,0,4/6/2014
1948,Magister,Cerai,115733176,1,1,48,157,109161,104,14370,3,7,7,0,
1976,Magister,Sendiri,170150481,0,0,74,195169,1346713,149977,175338,0,6,6,0,
1967,Sarjana,Rencana Menikah,147953453,0,0,5,67774,307856,28814,,0,4,12,0,
1970,Magister,Menikah,133994948,0,0,2,65505,,80410,42383,1,3,7,0,
1988,,Menikah,42633000,1,0,3,26299,2023,10115,32368,3,3,5,0,10/30/2012
1976,SMP,Sendiri,51380329,0,0,43,11031,27399,62169,10481,2,0,3,0,
1972,SMA,Sendiri,98554000,1,0,62,74851,157794,113288,30345,2,7,5,0,12/20/2013
1985,Sarjana,Menikah,181033740,0,0,88,43966,267263,224326,300308,0,7,9,0,
1977,Sarjana,Rencana Menikah,,0,0,25,354746,1405748,255426,,0,1,8,0,
1970,Magister,Sendiri,139815505,0,0,25,43085,1001376,100482,66370,2,3,5,0,
1971,Doktor,Menikah,108601000,0,1,98,18207,54621,6069,20230,0,4,4,0,3/3/2014
1980,Sarjana,Sendiri,84143008,,0,39,20902,139635,45795,27814,1,9,3,0,
1963,Sarjana,Rencana Menikah,150717337,0,0,16,191797,1431983,264004,,2,7,5,0,
1960,Sarjana,Rencana Menikah,75500616,0,0,57,27212,83251,62826,36218,2,3,2,0,
1963,Sarjana,Sendiri,77687000,1,1,33,18207,277151,4046,32368,7,3,6,0,3/17/2013
1965,Sarjana,Rencana Menikah,164124709,0,0,36,96193,480998,218952,209683,0,5,9,0,
1990,Sarjana,Sendiri,187753518,0,0,19,129266,889276,156773,153417,2,10,10,0,
1964,,Sendiri,99215240,0,1,89,82913,136062,122607,27785,6,1,8,0,
1960,Doktor,Menikah,97930475,0,0,87,10067,45172,7203,,4,4,8,0,
1977,,Menikah,78885377,1,0,5,9298,47382,12125,2437,3,0,4,0,
1976,Sarjana,,140996794,0,,43,211143,994052,158663,,1,6,8,0,
1967,Magister,Rencana Menikah,165827486,0,0,88,,1610034,54057,133677,0,8,8,0,
1985,Magister,Rencana Menikah,76270113,0,0,31,75963,105341,118191,56534,2,0,4,0,
1974,Sarjana,Rencana Menikah,,0,1,3,24276,121380,10115,62713,0,4,6,0,
1966,Sarjana,Sendiri,93386407,0,1,38,10163,48697,10870,2632,4,,4,0,
1971,Sarjana,Rencana Menikah,117674047,1,1,74,78260,272494,34337,29426,7,6,5,0,
1958,Doktor,Sendiri,102971000,0,0,84,16184,109242,8092,10115,1,0,6,0,11/3/2013
1981,Sarjana,Rencana Menikah,138361010,0,0,6,36336,929724,281800,73761,0,6,7,0,
1962,SMA,Menikah,64844125,,,82,5425,47447,0,15309,3,1,1,0,
1972,Sarjana,Rencana Menikah,,0,0,59,159594,1226805,256872,74841,1,3,6,0,
1975,Sarjana,Sendiri,165337539,0,0,38,297032,1558989,236638,130488,0,2,9,0,
1988,Sarjana,Sendiri,190741243,0,0,61,159972,1921638,95180,75239,2,3,10,0,
1916,Doktor,Rencana Menikah,169928039,0,,46,269596,1285650,185283,131765,3,3,4,0,
1988,Sarjana,Sendiri,45127000,1,0,94,8092,24276,6069,0,1,1,1,,8/4/2013
1973,,Cerai,88414000,1,,86,22253,153748,16184,,3,6,,0,10/8/2013
1973,Sarjana,Rencana Menikah,102024158,0,1,39,17580,84751,58184,25851,1,6,2,0,
1960,Sarjana,Menikah,130955000,0,1,8,76874,853706,66759,32368,2,,6,0,11/13/2012
1960,Sarjana,Sendiri,91486000,1,1,13,0,2023,0,8092,0,4,1,0,3/29/2014
1974,Sarjana,Menikah,77080009,1,1,63,1121,,6970,17124,0,1,4,,
1941,Sarjana,Menikah,108561000,0,0,22,70805,210392,101150,18207,0,9,4,0,4/5/2014
1979,Magister,Rencana Menikah,154836000,,0,88,101150,831453,184093,141610,0,,11,0,12/3/2013
1961,Magister,Rencana Menikah,150039000,0,0,90,36414,305473,97104,14161,3,2,7,0,12/27/2013
1974,Sarjana,Menikah,84155232,1,0,63,13644,209620,1176,42153,5,6,6,0,
1976,SMA,Menikah,101927000,1,0,32,0,97104,40460,18207,5,1,1,,9/11/2012
1951,Doktor,Menikah,163292000,0,1,66,72828,671636,36414,70805,0,7,,0,10/26/2012
1968,Sarjana,Rencana Menikah,112723000,0,0,10,4046,137564,4046,0,2,11,8,0,1/2/2013
1951,Magister,Rencana Menikah,14353838,1,1,67,1121,18734,9741,7344,2,0,0,0,
1959,Sarjana,Sendiri,140776741,0,0,38,31010,222220,18994,32197,0,5,6,0,
1969,Sarjana,Rencana Menikah,80704324,0,1,31,1619,10518,1211,0,2,,1,0,
1978,Sarjana,Menikah,96194000,0,1,38,16184,137564,18207,0,3,6,9,,11/28/2013
1984,Magister,Menikah,166286282,0,0,60,81320,550566,68196,57987,1,6,6,0,
1970,Sarjana,Rencana Menikah,102042252,,1,48,14854,75016,47280,23904,1,6,3,,
1985,Sarjana,Sendiri,92401190,1,1,24,0,40728,11658,9050,3,0,3,0,
1985,Sarjana,,49859833,1,0,73,15681,64605,14111,12460,0,5,0,0,
1951,Doktor,Cerai,126633889,0,1,44,230203,206388,,29725,6,6,4,0,
1954,Magister,Rencana Menikah,,0,1,59,1940,14491,247,0,0,2,0,0,
1960,Sarjana,Rencana Menikah,124799515,0,0,75,15524,112932,15783,3587,0,7,7,0,
1964,Doktor,Menikah,169315104,0,0,45,102321,826448,96190,81465,0,3,,,
1980,Sarjana,Rencana Menikah,91282746,0,,55,5993,51095,4196,3147,2,1,3,0,
1965,Sarjana,Rencana Menikah,81447204,1,,,6074,220201,5656,34809,5,5,3,0,
1962,,Sendiri,166147421,0,0,88,155560,1812237,76382,154726,0,6,10,0,
1970,Sarjana,Menikah,94357000,0,1,17,2023,44506,0,0,4,5,,0,1/28/2014
1973,Magister,Sendiri,82760916,0,0,,58693,186418,64656,55701,2,3,3,0,
1970,Magister,Cerai,105307055,1,1,70,3599,165013,3319,31097,6,5,6,0,
1944,Magister,Rencana Menikah,191518203,0,0,80,83245,1311349,129592,44606,0,,5,0,
1983,Sarjana,Menikah,49857315,1,0,50,328,29769,22006,11973,1,0,0,0,
1966,Magister,,,0,1,79,88337,532834,,50540,1,8,6,0,
1981,Sarjana,Menikah,56931000,1,0,19,16184,,30345,14161,3,3,5,0,11/27/2013
1956,Doktor,Menikah,103476000,2,,7,86989,380324,91035,78897,10,9,8,0,11/22/2012
1979,Sarjana,Menikah,35150000,1,0,80,24276,14161,,20230,3,3,1,0,1/31/2014
1980,Sarjana,Menikah,167130226,0,0,42,200682,1375752,127360,327879,2,4,7,0,
1962,,Cerai,156752988,0,0,33,51178,693428,138259,43847,0,,8,0,
1967,Doktor,,73981101,1,0,6,2023,47271,1286,1473,3,0,5,0,
1985,SMA,Menikah,166215754,0,0,,225180,1401921,53655,321901,2,3,7,0,
1952,Sarjana,Cerai,170698000,0,0,13,28322,,99127,129472,0,,11,0,3/18/2014
1963,Sarjana,Sendiri,90339663,1,0,67,17256,242896,6775,71470,4,3,0,0,
1949,Magister,Menikah,112420551,0,0,48,5961,226126,4411,21895,3,12,4,0,
1951,Magister,Sendiri,175593608,0,0,40,,729745,98288,109963,0,8,13,0,
1975,Sarjana,Menikah,138345530,0,0,84,117090,347941,43673,148147,2,7,5,0,
1959,SMA,Rencana Menikah,131792630,0,0,1,324395,1528426,49466,4750,3,2,6,0,
1971,Magister,Cerai,52711547,1,0,13,1221,42824,15802,4236,1,4,3,0,
1961,Magister,Menikah,90328832,0,1,50,2689,16184,1344,2689,2,1,1,0,
1971,Sarjana,Rencana Menikah,152819806,,0,22,98405,347705,,1801,0,10,10,0,
1964,SMP,Menikah,109751847,1,1,80,49296,90487,20602,,1,6,4,0,
1974,Sarjana,Menikah,56184000,1,0,,32368,232645,72828,,4,7,2,0,3/22/2013
1972,Sarjana,Sendiri,49160873,1,0,16,11939,28401,10551,26219,1,3,3,0,
1955,SMP,Rencana Menikah,25842000,0,0,33,0,12138,0,12138,0,0,4,0,
1984,SMA,Menikah,134886000,0,0,,40460,216461,273105,190162,2,3,11,0,7/30/2013
1982,,Sendiri,170176000,0,0,78,218484,1468698,97104,155771,1,7,5,0,6/2/2013
1980,Magister,Menikah,103148602,1,1,46,2462,20053,2462,,1,1,3,0,
1966,Magister,Rencana Menikah,114832000,0,1,32,4046,52598,0,0,5,6,7,0,6/28/2014
1953,Sarjana,Sendiri,96481250,0,1,31,51328,313232,79367,55796,6,10,4,0,
1964,Sarjana,Rencana Menikah,77875895,0,,35,17484,74502,41398,44404,3,1,2,0,
1975,Sarjana,Rencana Menikah,83604445,1,0,50,30683,164072,13775,27070,5,6,,0,
1987,Sarjana,Menikah,150209460,0,0,88,162339,896702,111934,203381,0,9,8,0,
1985,Sarjana,Menikah,42601420,1,0,36,18662,23155,9667,16865,2,5,2,0,
1986,SMA,Rencana Menikah,77907000,1,0,74,70805,139587,169932,76874,7,2,5,0,10/7/2012
1979,Sarjana,Menikah,31738000,2,0,93,0,38437,6069,30345,5,6,5,0,5/7/2013
1960,Magister,Rencana Menikah,85633619,1,1,43,11794,58846,3944,0,4,4,1,0,
1963,Magister,Rencana Menikah,100522712,0,0,54,3588,35690,6002,0,2,3,5,0,
1962,Magister,Rencana Menikah,99659936,0,1,65,1213,54615,4046,1618,4,4,3,,
1968,Sarjana,Rencana Menikah,82041000,1,0,95,18207,32368,14161,16184,0,4,1,0,5/26/2013
1955,Sarjana,Cerai,,1,1,46,0,32368,8092,4046,2,4,5,0,4/14/2014
1977,SMA,Menikah,69796599,1,0,29,3395,24565,7441,6863,2,2,,0,
1969,Sarjana,Menikah,153760935,0,,63,45558,714796,113340,81890,2,5,11,0,
1972,Magister,Rencana Menikah,213017327,0,0,48,53731,454168,149543,306333,0,4,11,0,
1948,Sarjana,Rencana Menikah,109622793,0,0,43,55211,234756,63140,9435,2,9,6,0,
1969,Sarjana,Sendiri,75153084,1,0,,1369,69961,22779,0,0,3,3,0,
1967,Sarjana,Sendiri,43279588,0,0,29,13727,42338,25360,10909,,3,0,0,
1969,Sarjana,Sendiri,263538206,0,0,22,19064,2476193,,114334,0,1,5,0,
1956,Magister,Menikah,112547078,1,1,31,4630,178680,11244,22253,3,8,4,0,
1970,,Menikah,160140124,0,0,68,86599,662804,223860,305502,1,1,3,0,
1966,Magister,Sendiri,174989469,0,0,88,184572,1584310,254796,197810,,7,9,0,
1975,Sarjana,Sendiri,178471707,0,0,41,89673,1133167,259145,183718,1,7,10,0,
1987,Sarjana,Sendiri,138589264,0,0,22,3664,838727,336254,115685,0,,6,0,
1954,Magister,Menikah,61126725,0,1,6,14384,215132,56594,32765,5,0,10,0,
1974,Doktor,Rencana Menikah,126293000,1,1,25,16184,240737,26299,32368,5,,8,0,7/4/2013
1952,Sarjana,,166310292,0,0,63,57568,1192869,212649,165162,0,9,7,0,
1964,Sarjana,Rencana Menikah,123138587,0,1,70,,344446,76041,109837,2,2,12,0,
1971,Doktor,Sendiri,92991000,1,1,80,4046,163863,24276,10115,6,5,5,0,3/28/2014
1988,Sarjana,Sendiri,190837394,0,0,58,168648,1914350,105244,96929,2,3,,0,
1975,Sarjana,Sendiri,84725106,1,0,37,,105329,15610,23399,4,4,4,0,
1970,Sarjana,Sendiri,151414893,0,0,42,156607,,97373,133249,2,,4,0,
1968,Magister,,98033000,1,1,84,2023,50575,0,8092,2,0,2,0,1/28/2013
1970,Magister,Menikah,174302740,0,0,49,41123,1578652,75484,205336,1,5,7,0,
1963,Sarjana,Sendiri,164659481,0,0,58,89443,1026471,59970,85166,1,4,9,0,
1977,,Sendiri,62302000,1,0,34,0,12138,0,4046,4,3,4,0,10/11/2012
